road,point
Newbridge Road Westbound,"-33.92903,150.97815"
Newbridge Road Westbound,"-33.92897,150.97795"
Newbridge Road Westbound,"-33.92887,150.97763"
Newbridge Road Westbound,"-33.92875,150.97724"
Newbridge Road Westbound,"-33.92865,150.97692"
Newbridge Road Westbound,"-33.92805,150.97497"
Newbridge Road Westbound,"-33.92799,150.97479"
Newbridge Road Westbound,"-33.9279,150.97424"
Newbridge Road Westbound,"-33.92789,150.97413"
Newbridge Road Westbound,"-33.92789,150.97412"
Newbridge Road Westbound,"-33.92786,150.97377"
Newbridge Road Westbound,"-33.92786,150.97354"
Newbridge Road Westbound,"-33.92789,150.97298"
Newbridge Road Westbound,"-33.92792,150.97275"
Newbridge Road Westbound,"-33.92798,150.97235"
Newbridge Road Westbound,"-33.92816,150.97172"
Newbridge Road Westbound,"-33.92837,150.97104"
Newbridge Road Westbound,"-33.92849,150.97053"
Newbridge Road Westbound,"-33.92853,150.9703"
Newbridge Road Westbound,"-33.92854,150.97015"
Newbridge Road Westbound,"-33.92855,150.96988"
Newbridge Road Westbound,"-33.92858,150.96936"
Newbridge Road Westbound,"-33.92858,150.96888"
Newbridge Road Westbound,"-33.92859,150.96869"
Newbridge Road Westbound,"-33.9286,150.96825"
Newbridge Road Westbound,"-33.92861,150.96809"
Newbridge Road Westbound,"-33.92863,150.96743"
Newbridge Road Westbound,"-33.92868,150.96576"
Newbridge Road Westbound,"-33.92872,150.96513"
Newbridge Road Westbound,"-33.92873,150.96467"
Newbridge Road Westbound,"-33.92876,150.96386"
Newbridge Road Westbound,"-33.92876,150.96375"
Newbridge Road Westbound,"-33.92877,150.96332"
Newbridge Road Westbound,"-33.92879,150.96301"
Newbridge Road Westbound,"-33.92879,150.9629"
Newbridge Road Westbound,"-33.92882,150.96241"
Newbridge Road Westbound,"-33.92883,150.96229"
Newbridge Road Westbound,"-33.92883,150.96164"
Newbridge Road Westbound,"-33.92882,150.9612"
Newbridge Road Westbound,"-33.92891,150.9582"
Newbridge Road Westbound,"-33.92894,150.95701"
Newbridge Road Westbound,"-33.92898,150.95576"
Newbridge Road Westbound,"-33.92898,150.95567"
Newbridge Road Westbound,"-33.92899,150.95529"
Newbridge Road Westbound,"-33.92901,150.95486"
Newbridge Road Westbound,"-33.92901,150.95472"
Newbridge Road Westbound,"-33.92907,150.95277"
Newbridge Road Westbound,"-33.92908,150.95257"
Newbridge Road Westbound,"-33.92909,150.95215"
Newbridge Road Westbound,"-33.92915,150.95008"
Newbridge Road Westbound,"-33.92918,150.94899"
Newbridge Road Westbound,"-33.92919,150.94883"
Newbridge Road Westbound,"-33.92921,150.94815"
Newbridge Road Westbound,"-33.92923,150.94745"
Newbridge Road Westbound,"-33.92925,150.94698"
Newbridge Road Westbound,"-33.92929,150.94538"
Newbridge Road Westbound,"-33.9293,150.94528"
Newbridge Road Westbound,"-33.9293,150.9452"
Newbridge Road Westbound,"-33.92933,150.94437"
Newbridge Road Westbound,"-33.92934,150.94377"
Newbridge Road Westbound,"-33.92935,150.94359"
Newbridge Road Westbound,"-33.92935,150.94348"
Newbridge Road Westbound,"-33.92938,150.94254"
Newbridge Road Westbound,"-33.92938,150.94248"
Newbridge Road Westbound,"-33.92941,150.94194"
Newbridge Road Westbound,"-33.92944,150.94168"
Newbridge Road Westbound,"-33.92946,150.94157"
Newbridge Road Westbound,"-33.92951,150.94128"
Newbridge Road Westbound,"-33.92959,150.941"
Newbridge Road Westbound,"-33.92968,150.94068"
Newbridge Road Westbound,"-33.92986,150.94012"
Newbridge Road Westbound,"-33.93006,150.93946"
Newbridge Road Westbound,"-33.93016,150.9391"
Newbridge Road Westbound,"-33.93024,150.93873"
Newbridge Road Westbound,"-33.93027,150.93848"
Newbridge Road Westbound,"-33.93029,150.93823"
Newbridge Road Westbound,"-33.9303,150.9378"
Newbridge Road Westbound,"-33.93029,150.93752"
Newbridge Road Westbound,"-33.93026,150.93716"
Newbridge Road Westbound,"-33.93023,150.93695"
Newbridge Road Westbound,"-33.93015,150.93658"
Newbridge Road Westbound,"-33.93006,150.93623"
Newbridge Road Westbound,"-33.92996,150.93593"
Newbridge Road Westbound,"-33.9296,150.93498"
Newbridge Road Westbound,"-33.92946,150.93463"
Newbridge Road Westbound,"-33.92939,150.93442"
Newbridge Road Westbound,"-33.92922,150.93398"
Newbridge Road Westbound,"-33.92915,150.9338"
Newbridge Road Westbound,"-33.92913,150.93375"
Newbridge Road Westbound,"-33.92908,150.93363"
Newbridge Road Westbound,"-33.92864,150.93243"
Newbridge Road Westbound,"-33.92854,150.93215"
Newbridge Road Westbound,"-33.92848,150.93196"
Newbridge Road Westbound,"-33.9284,150.93172"
Newbridge Road Westbound,"-33.92822,150.93115"
Newbridge Road Westbound,"-33.92817,150.931"
Newbridge Road Westbound,"-33.92801,150.93056"
Newbridge Road Westbound,"-33.92784,150.93018"
Newbridge Road Westbound,"-33.92773,150.92993"
Newbridge Road Westbound,"-33.92765,150.92976"
Newbridge Road Westbound,"-33.92761,150.92968"
Newbridge Road Westbound,"-33.92758,150.92961"
Newbridge Road Westbound,"-33.92752,150.92946"
Newbridge Road Westbound,"-33.92741,150.92933"
Newbridge Road Westbound,"-33.9271,150.92855"
Newbridge Road Westbound,"-33.92697,150.92826"
Newbridge Road Westbound,"-33.9269,150.92808"
Newbridge Road Westbound,"-33.92683,150.9279"
Newbridge Road Westbound,"-33.92669,150.92758"
Newbridge Road Westbound,"-33.92655,150.92723"
Newbridge Road Westbound,"-33.92638,150.92684"
Newbridge Road Westbound,"-33.9263,150.92665"
Newbridge Road Westbound,"-33.92617,150.92634"
Newbridge Road Westbound,"-33.92605,150.92606"
Newbridge Road Westbound,"-33.926,150.92593"
Newbridge Road Westbound,"-33.92598,150.92588"
Newbridge Road Westbound,"-33.92596,150.92582"
Newbridge Road Westbound,"-33.92584,150.92555"
Henry Lawson Drive Westbound,"-33.96141,151.05797"
Henry Lawson Drive Westbound,"-33.9616,151.05749"
Henry Lawson Drive Westbound,"-33.96162,151.05745"
Henry Lawson Drive Westbound,"-33.96167,151.05733"
Henry Lawson Drive Westbound,"-33.96174,151.05708"
Henry Lawson Drive Westbound,"-33.96179,151.05686"
Henry Lawson Drive Westbound,"-33.96184,151.05646"
Henry Lawson Drive Westbound,"-33.96186,151.05621"
Henry Lawson Drive Westbound,"-33.96186,151.05594"
Henry Lawson Drive Westbound,"-33.96184,151.05563"
Henry Lawson Drive Westbound,"-33.96169,151.05449"
Henry Lawson Drive Westbound,"-33.9616,151.05391"
Henry Lawson Drive Westbound,"-33.96131,151.05193"
Henry Lawson Drive Westbound,"-33.96123,151.05132"
Henry Lawson Drive Westbound,"-33.96111,151.05053"
Henry Lawson Drive Westbound,"-33.96107,151.05022"
Henry Lawson Drive Westbound,"-33.96105,151.05009"
Henry Lawson Drive Westbound,"-33.96084,151.04873"
Henry Lawson Drive Westbound,"-33.96071,151.04793"
Henry Lawson Drive Westbound,"-33.9606,151.04719"
Henry Lawson Drive Westbound,"-33.96058,151.047"
Henry Lawson Drive Westbound,"-33.96058,151.04668"
Henry Lawson Drive Westbound,"-33.9606,151.04645"
Henry Lawson Drive Westbound,"-33.96067,151.04616"
Henry Lawson Drive Westbound,"-33.96079,151.04583"
Henry Lawson Drive Westbound,"-33.9614,151.04468"
Henry Lawson Drive Westbound,"-33.96193,151.04368"
Henry Lawson Drive Westbound,"-33.96212,151.04336"
Henry Lawson Drive Westbound,"-33.96239,151.04297"
Henry Lawson Drive Westbound,"-33.96294,151.04224"
Henry Lawson Drive Westbound,"-33.96312,151.04199"
Henry Lawson Drive Westbound,"-33.96331,151.04173"
Henry Lawson Drive Westbound,"-33.96339,151.04162"
Henry Lawson Drive Westbound,"-33.96363,151.04129"
Henry Lawson Drive Westbound,"-33.96386,151.04095"
Henry Lawson Drive Westbound,"-33.96404,151.04066"
Henry Lawson Drive Westbound,"-33.96433,151.04012"
Henry Lawson Drive Westbound,"-33.96436,151.04008"
Henry Lawson Drive Westbound,"-33.96438,151.04004"
Henry Lawson Drive Westbound,"-33.9653,151.03825"
Henry Lawson Drive Westbound,"-33.96535,151.03815"
Henry Lawson Drive Westbound,"-33.96563,151.03763"
Henry Lawson Drive Westbound,"-33.96569,151.03749"
Henry Lawson Drive Westbound,"-33.96649,151.03593"
Henry Lawson Drive Westbound,"-33.96668,151.03557"
Henry Lawson Drive Westbound,"-33.96673,151.03545"
Henry Lawson Drive Westbound,"-33.96694,151.03506"
Henry Lawson Drive Westbound,"-33.96767,151.03362"
Henry Lawson Drive Westbound,"-33.96772,151.03349"
Henry Lawson Drive Westbound,"-33.96776,151.03341"
Henry Lawson Drive Westbound,"-33.96821,151.03226"
Henry Lawson Drive Westbound,"-33.96839,151.03175"
Henry Lawson Drive Westbound,"-33.96844,151.03158"
Henry Lawson Drive Westbound,"-33.96852,151.03138"
Henry Lawson Drive Westbound,"-33.96854,151.03131"
Henry Lawson Drive Westbound,"-33.96865,151.03092"
Henry Lawson Drive Westbound,"-33.96875,151.03064"
Henry Lawson Drive Westbound,"-33.96891,151.03011"
Henry Lawson Drive Westbound,"-33.96906,151.02961"
Henry Lawson Drive Westbound,"-33.96924,151.02908"
Henry Lawson Drive Westbound,"-33.96929,151.02891"
Henry Lawson Drive Westbound,"-33.96929,151.02877"
Henry Lawson Drive Westbound,"-33.96958,151.02779"
Henry Lawson Drive Westbound,"-33.96972,151.02739"
Henry Lawson Drive Westbound,"-33.96973,151.02737"
Henry Lawson Drive Westbound,"-33.96984,151.02702"
Henry Lawson Drive Westbound,"-33.97027,151.02601"
Henry Lawson Drive Westbound,"-33.97036,151.02584"
Henry Lawson Drive Westbound,"-33.97075,151.02523"
Henry Lawson Drive Westbound,"-33.97101,151.02487"
Henry Lawson Drive Westbound,"-33.97166,151.02398"
Henry Lawson Drive Westbound,"-33.97181,151.02378"
Henry Lawson Drive Westbound,"-33.97192,151.02361"
Henry Lawson Drive Westbound,"-33.97207,151.0234"
Henry Lawson Drive Westbound,"-33.97236,151.02301"
Henry Lawson Drive Westbound,"-33.97264,151.02261"
Henry Lawson Drive Westbound,"-33.97272,151.02248"
Henry Lawson Drive Westbound,"-33.97277,151.02239"
Henry Lawson Drive Westbound,"-33.97289,151.02216"
Henry Lawson Drive Westbound,"-33.97298,151.0219"
Henry Lawson Drive Westbound,"-33.97302,151.02172"
Henry Lawson Drive Westbound,"-33.97305,151.02153"
Henry Lawson Drive Westbound,"-33.97314,151.02038"
Henry Lawson Drive Westbound,"-33.97316,151.02002"
Henry Lawson Drive Westbound,"-33.9732,151.01954"
Henry Lawson Drive Westbound,"-33.97319,151.01931"
Henry Lawson Drive Westbound,"-33.97324,151.01874"
Henry Lawson Drive Westbound,"-33.97329,151.01834"
Henry Lawson Drive Westbound,"-33.97335,151.01811"
Henry Lawson Drive Westbound,"-33.97337,151.01807"
Henry Lawson Drive Westbound,"-33.97338,151.01804"
Henry Lawson Drive Westbound,"-33.97342,151.01791"
Henry Lawson Drive Westbound,"-33.97345,151.01785"
Henry Lawson Drive Westbound,"-33.97354,151.01769"
Henry Lawson Drive Westbound,"-33.97366,151.0175"
Henry Lawson Drive Westbound,"-33.97368,151.01746"
Henry Lawson Drive Westbound,"-33.97383,151.0173"
Henry Lawson Drive Westbound,"-33.9741,151.01711"
Henry Lawson Drive Westbound,"-33.9743,151.01703"
Henry Lawson Drive Westbound,"-33.97433,151.01702"
Henry Lawson Drive Westbound,"-33.97436,151.01701"
Henry Lawson Drive Westbound,"-33.97457,151.01699"
Henry Lawson Drive Westbound,"-33.97478,151.017"
Henry Lawson Drive Westbound,"-33.97482,151.017"
Henry Lawson Drive Westbound,"-33.97491,151.01702"
Henry Lawson Drive Westbound,"-33.97511,151.01709"
Henry Lawson Drive Westbound,"-33.97522,151.01715"
Henry Lawson Drive Westbound,"-33.97542,151.01729"
Henry Lawson Drive Westbound,"-33.97549,151.01736"
Henry Lawson Drive Westbound,"-33.97566,151.01751"
Henry Lawson Drive Westbound,"-33.97599,151.01783"
Henry Lawson Drive Westbound,"-33.97616,151.018"
Henry Lawson Drive Westbound,"-33.97626,151.01807"
Henry Lawson Drive Westbound,"-33.97634,151.01812"
Henry Lawson Drive Westbound,"-33.9765,151.01817"
Henry Lawson Drive Westbound,"-33.97663,151.0182"
Henry Lawson Drive Westbound,"-33.97675,151.0182"
Henry Lawson Drive Westbound,"-33.97688,151.01818"
Henry Lawson Drive Westbound,"-33.97701,151.01814"
Henry Lawson Drive Westbound,"-33.97715,151.01808"
Henry Lawson Drive Westbound,"-33.97716,151.01807"
Henry Lawson Drive Westbound,"-33.97734,151.01793"
Henry Lawson Drive Westbound,"-33.97745,151.0178"
Henry Lawson Drive Westbound,"-33.97752,151.01769"
Henry Lawson Drive Westbound,"-33.97757,151.01756"
Henry Lawson Drive Westbound,"-33.97763,151.01738"
Henry Lawson Drive Westbound,"-33.97771,151.01693"
Henry Lawson Drive Westbound,"-33.97776,151.01663"
Henry Lawson Drive Westbound,"-33.97787,151.01636"
Henry Lawson Drive Westbound,"-33.97795,151.01624"
Henry Lawson Drive Westbound,"-33.97803,151.01614"
Henry Lawson Drive Westbound,"-33.9782,151.01598"
Henry Lawson Drive Westbound,"-33.9787,151.01563"
Henry Lawson Drive Westbound,"-33.97997,151.01475"
Henry Lawson Drive Westbound,"-33.98037,151.01448"
Henry Lawson Drive Westbound,"-33.98041,151.01446"
Henry Lawson Drive Westbound,"-33.98083,151.01412"
Henry Lawson Drive Westbound,"-33.981,151.01386"
Henry Lawson Drive Westbound,"-33.98105,151.01372"
Henry Lawson Drive Westbound,"-33.98109,151.01354"
Henry Lawson Drive Westbound,"-33.98111,151.01337"
Henry Lawson Drive Westbound,"-33.98109,151.01321"
Henry Lawson Drive Westbound,"-33.98103,151.01302"
Henry Lawson Drive Westbound,"-33.98092,151.01278"
Henry Lawson Drive Westbound,"-33.98068,151.0124"
Henry Lawson Drive Westbound,"-33.98053,151.01214"
Henry Lawson Drive Westbound,"-33.97964,151.01073"
Henry Lawson Drive Westbound,"-33.97951,151.01053"
Henry Lawson Drive Westbound,"-33.97935,151.01027"
Henry Lawson Drive Westbound,"-33.97888,151.00951"
Henry Lawson Drive Westbound,"-33.97869,151.00917"
Henry Lawson Drive Westbound,"-33.97866,151.00912"
Henry Lawson Drive Westbound,"-33.9785,151.00876"
Henry Lawson Drive Westbound,"-33.97849,151.00872"
Henry Lawson Drive Westbound,"-33.97834,151.00828"
Henry Lawson Drive Westbound,"-33.97822,151.00784"
Henry Lawson Drive Westbound,"-33.97816,151.00754"
Henry Lawson Drive Westbound,"-33.97813,151.00734"
Henry Lawson Drive Westbound,"-33.97811,151.00705"
Henry Lawson Drive Westbound,"-33.97809,151.00672"
Henry Lawson Drive Westbound,"-33.97809,151.00643"
Henry Lawson Drive Westbound,"-33.97811,151.00615"
Henry Lawson Drive Westbound,"-33.97811,151.00603"
Henry Lawson Drive Westbound,"-33.97816,151.00569"
Henry Lawson Drive Westbound,"-33.97838,151.0045"
Henry Lawson Drive Westbound,"-33.9785,151.00383"
Henry Lawson Drive Westbound,"-33.97874,151.00262"
Henry Lawson Drive Westbound,"-33.97879,151.00241"
Henry Lawson Drive Westbound,"-33.97908,151.00091"
Henry Lawson Drive Westbound,"-33.97921,151.00036"
Henry Lawson Drive Westbound,"-33.97927,151.00015"
Henry Lawson Drive Westbound,"-33.97935,150.99998"
Henry Lawson Drive Westbound,"-33.97954,150.99967"
Henry Lawson Drive Westbound,"-33.9797,150.99943"
Henry Lawson Drive Westbound,"-33.97976,150.99933"
Henry Lawson Drive Westbound,"-33.97982,150.99918"
Henry Lawson Drive Westbound,"-33.97982,150.99917"
Henry Lawson Drive Westbound,"-33.97988,150.99894"
Henry Lawson Drive Westbound,"-33.97988,150.99882"
Henry Lawson Drive Westbound,"-33.97987,150.99868"
Henry Lawson Drive Westbound,"-33.97985,150.99854"
Henry Lawson Drive Westbound,"-33.97981,150.99837"
Henry Lawson Drive Westbound,"-33.97974,150.9982"
Henry Lawson Drive Westbound,"-33.97963,150.99798"
Henry Lawson Drive Westbound,"-33.97957,150.99791"
Henry Lawson Drive Westbound,"-33.97946,150.9978"
Henry Lawson Drive Westbound,"-33.97934,150.99773"
Henry Lawson Drive Westbound,"-33.97923,150.99768"
Henry Lawson Drive Westbound,"-33.97918,150.99767"
Henry Lawson Drive Westbound,"-33.9791,150.99766"
Henry Lawson Drive Westbound,"-33.97888,150.99764"
Henry Lawson Drive Westbound,"-33.97868,150.99765"
Henry Lawson Drive Westbound,"-33.97849,150.99771"
Henry Lawson Drive Westbound,"-33.97838,150.9978"
Henry Lawson Drive Westbound,"-33.97834,150.99785"
Henry Lawson Drive Westbound,"-33.97826,150.99795"
Henry Lawson Drive Westbound,"-33.97794,150.9985"
Henry Lawson Drive Westbound,"-33.97785,150.99865"
Henry Lawson Drive Westbound,"-33.97776,150.99877"
Henry Lawson Drive Westbound,"-33.97758,150.99893"
Henry Lawson Drive Westbound,"-33.97738,150.9991"
Henry Lawson Drive Westbound,"-33.97717,150.99927"
Henry Lawson Drive Westbound,"-33.97689,150.99948"
Henry Lawson Drive Westbound,"-33.97668,150.99965"
Henry Lawson Drive Westbound,"-33.97596,151.00019"
Henry Lawson Drive Westbound,"-33.97569,151.00034"
Henry Lawson Drive Westbound,"-33.9755,151.0004"
Henry Lawson Drive Westbound,"-33.97515,151.00046"
Henry Lawson Drive Westbound,"-33.97465,151.00054"
Henry Lawson Drive Westbound,"-33.97437,151.00059"
Henry Lawson Drive Westbound,"-33.97388,151.00069"
Henry Lawson Drive Westbound,"-33.97368,151.00072"
Henry Lawson Drive Westbound,"-33.97348,151.0007"
Henry Lawson Drive Westbound,"-33.97323,151.00063"
Henry Lawson Drive Westbound,"-33.97255,151.00033"
Henry Lawson Drive Westbound,"-33.97247,151.00027"
Henry Lawson Drive Westbound,"-33.97239,151.00019"
Henry Lawson Drive Westbound,"-33.97235,151.00015"
Henry Lawson Drive Westbound,"-33.97234,151.00014"
Henry Lawson Drive Westbound,"-33.97233,151.00011"
Henry Lawson Drive Westbound,"-33.97232,151.00009"
Henry Lawson Drive Westbound,"-33.9723,151.00007"
Henry Lawson Drive Westbound,"-33.97228,151.00007"
Henry Lawson Drive Westbound,"-33.97225,151.00006"
Henry Lawson Drive Westbound,"-33.97224,151.00007"
Henry Lawson Drive Westbound,"-33.97215,150.99987"
Henry Lawson Drive Westbound,"-33.9721,150.9998"
Henry Lawson Drive Westbound,"-33.97204,150.99952"
Henry Lawson Drive Westbound,"-33.97202,150.99944"
Henry Lawson Drive Westbound,"-33.97182,150.99871"
Henry Lawson Drive Westbound,"-33.97137,150.99706"
Henry Lawson Drive Westbound,"-33.97127,150.9968"
Henry Lawson Drive Westbound,"-33.9711,150.99648"
Henry Lawson Drive Westbound,"-33.97094,150.99629"
Henry Lawson Drive Westbound,"-33.97075,150.9961"
Henry Lawson Drive Westbound,"-33.97074,150.99609"
Henry Lawson Drive Westbound,"-33.97063,150.99601"
Henry Lawson Drive Westbound,"-33.97031,150.99584"
Henry Lawson Drive Westbound,"-33.97012,150.99576"
Henry Lawson Drive Westbound,"-33.96973,150.99568"
Henry Lawson Drive Westbound,"-33.96963,150.99566"
Henry Lawson Drive Westbound,"-33.96952,150.99565"
Henry Lawson Drive Westbound,"-33.96886,150.99557"
Henry Lawson Drive Westbound,"-33.9686,150.99549"
Henry Lawson Drive Westbound,"-33.96831,150.99534"
Henry Lawson Drive Westbound,"-33.96809,150.99518"
Henry Lawson Drive Westbound,"-33.96806,150.99516"
Henry Lawson Drive Westbound,"-33.96789,150.99499"
Henry Lawson Drive Westbound,"-33.96744,150.99454"
Henry Lawson Drive Westbound,"-33.96678,150.99384"
Henry Lawson Drive Westbound,"-33.96654,150.99361"
Henry Lawson Drive Westbound,"-33.9665,150.99356"
Henry Lawson Drive Westbound,"-33.96634,150.9934"
Henry Lawson Drive Westbound,"-33.96629,150.99334"
Henry Lawson Drive Westbound,"-33.96525,150.99226"
Henry Lawson Drive Westbound,"-33.96499,150.99198"
Henry Lawson Drive Westbound,"-33.9646,150.99158"
Henry Lawson Drive Westbound,"-33.96396,150.99092"
Henry Lawson Drive Westbound,"-33.96319,150.99011"
Henry Lawson Drive Westbound,"-33.96313,150.99002"
Henry Lawson Drive Westbound,"-33.96302,150.98985"
Henry Lawson Drive Westbound,"-33.96288,150.98961"
Henry Lawson Drive Westbound,"-33.96288,150.98961"
Henry Lawson Drive Westbound,"-33.96284,150.98954"
Henry Lawson Drive Westbound,"-33.96272,150.98921"
Henry Lawson Drive Westbound,"-33.96268,150.98903"
Henry Lawson Drive Westbound,"-33.96263,150.98871"
Henry Lawson Drive Westbound,"-33.96262,150.98854"
Henry Lawson Drive Westbound,"-33.96266,150.9881"
Henry Lawson Drive Westbound,"-33.96274,150.98781"
Henry Lawson Drive Westbound,"-33.96284,150.98752"
Henry Lawson Drive Westbound,"-33.96305,150.98717"
Henry Lawson Drive Westbound,"-33.96325,150.98689"
Henry Lawson Drive Westbound,"-33.96337,150.98675"
Henry Lawson Drive Westbound,"-33.96379,150.98629"
Henry Lawson Drive Westbound,"-33.96386,150.98622"
Henry Lawson Drive Westbound,"-33.96392,150.98613"
Henry Lawson Drive Westbound,"-33.964,150.98603"
Henry Lawson Drive Westbound,"-33.96419,150.98571"
Henry Lawson Drive Westbound,"-33.96429,150.98552"
Henry Lawson Drive Westbound,"-33.9644,150.98521"
Henry Lawson Drive Westbound,"-33.96445,150.98502"
Henry Lawson Drive Westbound,"-33.9645,150.98479"
Henry Lawson Drive Westbound,"-33.96453,150.98452"
Henry Lawson Drive Westbound,"-33.96454,150.98431"
Henry Lawson Drive Westbound,"-33.96454,150.98417"
Henry Lawson Drive Westbound,"-33.96453,150.98402"
Henry Lawson Drive Westbound,"-33.96449,150.98374"
Henry Lawson Drive Westbound,"-33.96443,150.98345"
Henry Lawson Drive Westbound,"-33.96432,150.98315"
Henry Lawson Drive Westbound,"-33.96416,150.98283"
Henry Lawson Drive Westbound,"-33.9641,150.98273"
Henry Lawson Drive Westbound,"-33.96401,150.98259"
Henry Lawson Drive Westbound,"-33.9638,150.98233"
Henry Lawson Drive Westbound,"-33.96359,150.98212"
Henry Lawson Drive Westbound,"-33.96354,150.98209"
Henry Lawson Drive Westbound,"-33.96349,150.98205"
Henry Lawson Drive Westbound,"-33.96337,150.98196"
Henry Lawson Drive Westbound,"-33.96318,150.98185"
Henry Lawson Drive Westbound,"-33.96312,150.98183"
Henry Lawson Drive Westbound,"-33.96299,150.98178"
Henry Lawson Drive Westbound,"-33.96282,150.98173"
Henry Lawson Drive Westbound,"-33.96269,150.98171"
Henry Lawson Drive Westbound,"-33.96262,150.9817"
Henry Lawson Drive Westbound,"-33.96233,150.98169"
Henry Lawson Drive Westbound,"-33.96217,150.98169"
Henry Lawson Drive Westbound,"-33.96178,150.98175"
Henry Lawson Drive Westbound,"-33.96152,150.98178"
Henry Lawson Drive Westbound,"-33.9611,150.98185"
Henry Lawson Drive Westbound,"-33.96084,150.9819"
Henry Lawson Drive Westbound,"-33.96061,150.982"
Henry Lawson Drive Westbound,"-33.96052,150.98203"
Henry Lawson Drive Westbound,"-33.95987,150.98241"
Henry Lawson Drive Westbound,"-33.95971,150.98251"
Henry Lawson Drive Westbound,"-33.95843,150.98332"
Henry Lawson Drive Westbound,"-33.95837,150.98336"
Henry Lawson Drive Westbound,"-33.9577,150.98369"
Henry Lawson Drive Westbound,"-33.95714,150.98396"
Henry Lawson Drive Westbound,"-33.95683,150.98411"
Henry Lawson Drive Westbound,"-33.95625,150.98437"
Henry Lawson Drive Westbound,"-33.95623,150.98438"
Henry Lawson Drive Westbound,"-33.95599,150.98443"
Henry Lawson Drive Westbound,"-33.95569,150.98447"
Henry Lawson Drive Westbound,"-33.95529,150.98444"
Henry Lawson Drive Westbound,"-33.95508,150.9844"
Henry Lawson Drive Westbound,"-33.95502,150.98438"
Henry Lawson Drive Westbound,"-33.95488,150.98434"
Henry Lawson Drive Westbound,"-33.95365,150.98397"
Henry Lawson Drive Westbound,"-33.95338,150.98385"
Henry Lawson Drive Westbound,"-33.95314,150.98367"
Henry Lawson Drive Westbound,"-33.953,150.98354"
Henry Lawson Drive Westbound,"-33.95278,150.98329"
Henry Lawson Drive Westbound,"-33.95237,150.98258"
Henry Lawson Drive Westbound,"-33.95214,150.98213"
Henry Lawson Drive Westbound,"-33.95199,150.9819"
Henry Lawson Drive Westbound,"-33.95179,150.98169"
Henry Lawson Drive Westbound,"-33.95161,150.98151"
Henry Lawson Drive Westbound,"-33.9514,150.98137"
Henry Lawson Drive Westbound,"-33.95109,150.98123"
Henry Lawson Drive Westbound,"-33.95095,150.98119"
Henry Lawson Drive Westbound,"-33.95083,150.98116"
Henry Lawson Drive Westbound,"-33.95073,150.98116"
Henry Lawson Drive Westbound,"-33.95041,150.98117"
Henry Lawson Drive Westbound,"-33.94974,150.9813"
Henry Lawson Drive Westbound,"-33.94956,150.98134"
Henry Lawson Drive Westbound,"-33.94852,150.98159"
Henry Lawson Drive Westbound,"-33.94827,150.98164"
Henry Lawson Drive Westbound,"-33.94809,150.98167"
Henry Lawson Drive Westbound,"-33.94775,150.98174"
Henry Lawson Drive Westbound,"-33.94741,150.98181"
Henry Lawson Drive Westbound,"-33.94718,150.98186"
Henry Lawson Drive Westbound,"-33.94676,150.98195"
Henry Lawson Drive Westbound,"-33.9466,150.9819"
Henry Lawson Drive Westbound,"-33.94597,150.982"
Henry Lawson Drive Westbound,"-33.94533,150.98211"
Henry Lawson Drive Westbound,"-33.94493,150.98221"
Henry Lawson Drive Westbound,"-33.94478,150.98225"
Henry Lawson Drive Westbound,"-33.94463,150.98228"
Henry Lawson Drive Westbound,"-33.94447,150.9823"
Henry Lawson Drive Westbound,"-33.94433,150.98233"
Henry Lawson Drive Westbound,"-33.94415,150.98236"
Henry Lawson Drive Westbound,"-33.94387,150.98243"
Henry Lawson Drive Westbound,"-33.9434,150.98258"
Henry Lawson Drive Westbound,"-33.94318,150.98265"
Henry Lawson Drive Westbound,"-33.94303,150.98276"
Henry Lawson Drive Westbound,"-33.94246,150.98288"
Henry Lawson Drive Westbound,"-33.94175,150.98303"
Henry Lawson Drive Westbound,"-33.94154,150.98307"
Henry Lawson Drive Westbound,"-33.94116,150.98314"
Henry Lawson Drive Westbound,"-33.94077,150.98321"
Henry Lawson Drive Westbound,"-33.94047,150.98327"
Henry Lawson Drive Westbound,"-33.93968,150.98342"
Henry Lawson Drive Westbound,"-33.9395,150.98346"
Henry Lawson Drive Westbound,"-33.93905,150.98354"
Henry Lawson Drive Westbound,"-33.93866,150.98359"
Henry Lawson Drive Westbound,"-33.93852,150.98359"
Henry Lawson Drive Westbound,"-33.93829,150.98356"
Henry Lawson Drive Westbound,"-33.93814,150.98352"
Henry Lawson Drive Westbound,"-33.93803,150.98348"
Henry Lawson Drive Westbound,"-33.93779,150.98336"
Henry Lawson Drive Westbound,"-33.9376,150.98322"
Henry Lawson Drive Westbound,"-33.93748,150.98312"
Henry Lawson Drive Westbound,"-33.93741,150.98305"
Henry Lawson Drive Westbound,"-33.93734,150.98296"
Henry Lawson Drive Westbound,"-33.93715,150.98266"
Henry Lawson Drive Westbound,"-33.93705,150.98252"
Henry Lawson Drive Westbound,"-33.93697,150.98235"
Henry Lawson Drive Westbound,"-33.9369,150.98216"
Henry Lawson Drive Westbound,"-33.93684,150.98194"
Henry Lawson Drive Westbound,"-33.93678,150.98162"
Henry Lawson Drive Westbound,"-33.93676,150.98145"
Henry Lawson Drive Westbound,"-33.93668,150.98085"
Henry Lawson Drive Westbound,"-33.9366,150.98029"
Henry Lawson Drive Westbound,"-33.93656,150.98002"
